food_code,food_name,scientific_name,food_group,regions_measured,energy_kcal,water_g,protein_g,fat_g,carbohydrate_g,fiber_g,iron_mg,calcium_mg,zinc_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,vitamin_c_mg,thiamine_b1_mg,riboflavin_b2_mg,niacin_b3_mg,vitamin_b6_mg,folate_b9_ug,vitamin_a_retinol_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k1_ug,vitamin_b12_ug
A001,"Amaranth seed, black",Amaranthus cruentus,Cereals and Millets,1,356.1,9.89,14.59,5.74,59.98,7.02,9.33,181.0,2.66,325.0,374.0,433.0,2.7,0.0,0.04,0.04,0.45,0.5,27.44,0.0,58.67,0.05,1.8,not measured in IFCT 2017
A002,"Amaranth seed, pale brown",Amaranthus cruentus,Cereals and Millets,6,355.9,9.2,13.27,5.56,61.46,7.47,8.02,162.0,2.52,270.0,412.0,413.0,2.81,0.0,0.04,0.04,0.52,0.33,24.65,0.0,53.98,0.06,2.5,not measured in IFCT 2017
A003,Bajra,Pennisetum typhoideum,Cereals and Millets,6,348.0,8.97,10.96,5.43,61.78,11.49,6.42,27.35,2.76,124.0,289.0,365.0,4.11,0.0,0.25,0.2,0.86,0.27,36.11,0.0,5.65,0.1,2.85,not measured in IFCT 2017
A004,Barley,Hordeum vulgare,Cereals and Millets,6,315.7,9.77,10.94,1.3,61.29,15.64,1.56,28.64,1.5,48.97,178.0,268.0,7.56,0.0,0.36,0.18,2.84,0.31,31.58,0.0,0.0,0.01,1.85,not measured in IFCT 2017
A005,Jowar,Sorghum vulgare,Cereals and Millets,6,334.1,9.01,9.97,1.73,67.68,10.22,3.95,27.6,1.96,133.0,274.0,328.0,5.42,0.0,0.35,0.14,2.1,0.28,39.42,0.0,3.96,0.04,43.82,not measured in IFCT 2017
A006,"Maize, dry",Zea mays,Cereals and Millets,6,334.1,9.26,8.8,3.77,64.77,12.24,2.49,8.91,2.27,145.0,279.0,291.0,4.44,0.0,0.33,0.09,2.69,0.34,25.81,0.0,33.6,0.21,2.5,not measured in IFCT 2017
A007,"Maize, tender, local",Zea mays,Cereals and Millets,6,120.0,68.29,3.57,1.4,22.69,3.67,0.71,6.35,0.97,47.62,163.0,167.0,2.24,4.26,0.17,0.12,1.13,0.45,62.96,0.0,42.34,0.05,2.0,not measured in IFCT 2017
A008,"Maize, tender, sweet",Zea mays,Cereals and Millets,4,96.8,74.4,4.16,1.35,16.42,3.3,0.54,6.37,0.77,36.51,121.0,297.0,2.23,5.72,0.1,0.14,1.14,0.38,59.71,0.0,16.94,0.07,1.8,not measured in IFCT 2017
A009,Quinoa,Chenopodium quinoa,Cereals and Millets,1,328.4,10.43,13.11,5.5,53.65,14.66,7.51,198.0,3.31,119.0,212.0,474.0,4.5,0.0,0.83,0.22,1.7,0.21,173.0,0.0,0.0,2.08,2.0,not measured in IFCT 2017
A010,Ragi,Eleusine coracana,Cereals and Millets,5,320.7,10.89,7.16,1.92,66.82,11.18,4.62,364.0,2.53,146.0,210.0,443.0,4.75,0.0,0.37,0.17,1.34,0.05,34.66,0.0,41.46,0.09,3.0,not measured in IFCT 2017
A011,"Rice, flakes",Oryza sativa,Cereals and Millets,6,353.7,10.36,7.44,1.14,76.75,3.46,4.46,9.19,1.49,77.92,195.0,148.0,2.58,0.0,0.12,0.04,1.6,0.02,8.46,0.0,0.0,0.05,1.0,not measured in IFCT 2017
A012,"Rice, puffed",Oryza sativa,Cereals and Millets,6,361.9,9.4,7.47,1.62,77.68,2.56,4.55,15.09,1.45,64.59,152.0,140.0,3.69,0.0,0.11,0.04,1.87,0.07,0.0,0.0,0.0,0.04,1.0,not measured in IFCT 2017
A013,"Rice, raw, brown",Oryza sativa,Cereals and Millets,6,353.7,9.33,9.16,1.24,74.8,4.43,1.02,10.93,1.68,93.91,267.0,199.0,3.64,0.0,0.27,0.06,3.4,0.37,11.51,0.0,0.0,0.62,2.0,not measured in IFCT 2017
A014,"Rice, parboiled, milled",Oryza sativa,Cereals and Millets,6,351.6,10.09,7.81,0.55,77.16,3.74,0.72,8.11,1.08,26.72,140.0,142.0,3.16,0.0,0.17,0.06,2.51,0.22,9.75,0.0,0.0,0.06,1.5,not measured in IFCT 2017
A015,"Rice, raw, milled",Oryza sativa,Cereals and Millets,6,356.4,9.93,7.94,0.52,78.24,2.81,0.65,7.49,1.21,19.3,96.0,108.0,2.34,0.0,0.05,0.05,1.69,0.12,9.32,0.0,0.0,0.04,1.5,not measured in IFCT 2017
A016,Samai,Panicum sumatrense,Cereals and Millets,6,346.3,11.36,10.13,3.89,65.55,7.72,1.26,16.06,1.82,91.41,130.0,105.0,4.77,0.0,0.26,0.05,1.29,0.04,36.2,0.0,3.75,0.28,4.47,not measured in IFCT 2017
A017,Varagu,Setaria italica,Cereals and Millets,5,331.7,14.23,8.92,2.55,66.19,6.39,2.34,15.27,1.65,122.0,101.0,94.0,3.35,0.0,0.29,0.2,1.49,0.07,39.49,0.0,0.0,0.03,3.75,not measured in IFCT 2017
A018,"Wheat flour, refined",Triticum aestivum,Cereals and Millets,6,351.8,11.34,10.36,0.76,74.27,2.76,1.77,20.4,0.88,30.69,110.0,148.0,1.54,0.0,0.15,0.06,0.77,0.08,16.25,0.0,6.73,0.05,1.0,not measured in IFCT 2017
A019,"Wheat flour, atta",Triticum aestivum,Cereals and Millets,6,320.3,11.1,10.57,1.53,64.17,11.36,4.1,30.94,2.85,125.0,315.0,311.0,2.04,0.0,0.42,0.15,2.37,0.25,29.22,0.0,13.43,0.21,1.5,not measured in IFCT 2017
A020,"Wheat, whole",Triticum aestivum,Cereals and Millets,6,321.9,10.58,10.59,1.47,64.72,11.23,3.97,39.36,2.85,125.0,315.0,366.0,2.5,0.0,0.46,0.15,2.68,0.26,30.09,0.0,17.49,0.6,1.75,not measured in IFCT 2017
A021,"Wheat, bulgur",Triticum aestivum,Cereals and Millets,6,341.8,8.61,10.84,1.45,69.06,8.81,3.86,27.09,1.97,116.0,245.0,330.0,2.09,0.0,0.24,0.12,2.05,0.24,26.3,0.0,6.27,0.2,1.5,not measured in IFCT 2017
A022,"Wheat, semolina",Triticum aestivum,Cereals and Millets,6,333.7,8.94,11.38,0.74,68.43,9.72,2.98,29.38,2.13,37.89,119.0,284.0,2.31,0.0,0.29,0.04,1.13,0.11,25.68,0.0,8.19,0.16,1.2,not measured in IFCT 2017
A023,"Wheat, vermicelli",Triticum aestivum,Cereals and Millets,6,332.7,9.59,9.7,0.45,70.39,9.28,2.02,19.42,0.83,34.18,99.0,163.0,2.71,0.0,0.13,0.01,0.86,0.03,14.35,0.0,4.06,0.03,1.0,not measured in IFCT 2017
A024,"Wheat, vermicelli, roasted",Triticum aestivum,Cereals and Millets,6,340.1,7.61,10.37,0.49,71.42,9.55,2.09,22.63,0.88,39.03,107.0,177.0,3.43,0.0,0.12,0.01,0.67,0.03,13.21,0.0,3.21,0.01,1.0,not measured in IFCT 2017
B001,"Bengal gram, dal",Cicer arietinum,Grain Legumes,6,329.1,9.18,21.55,5.31,46.72,15.15,6.08,46.32,3.65,118.0,325.0,957.0,20.83,0.0,0.35,0.15,1.87,0.19,182.0,0.0,1.75,0.08,1.5,not measured in IFCT 2017
B002,"Bengal gram, whole",Cicer arietinum,Grain Legumes,6,287.0,8.56,18.77,5.11,39.56,25.22,6.78,150.0,3.37,160.0,267.0,935.0,26.56,0.0,0.37,0.24,2.1,0.36,233.0,0.0,1.93,1.59,2.1,not measured in IFCT 2017
B003,"Black gram, dal",Phaseolus mungo,Grain Legumes,6,324.1,9.16,23.06,1.69,51.0,11.93,4.67,55.67,3.0,173.0,375.0,1157.0,18.88,0.0,0.21,0.09,1.76,0.22,88.75,0.0,8.42,0.04,8.3,not measured in IFCT 2017
B004,"Black gram, whole",Phaseolus mungo,Grain Legumes,6,291.3,8.7,21.97,1.58,43.99,20.41,5.97,86.18,3.05,190.0,345.0,1093.0,26.8,0.0,0.32,0.11,1.85,0.53,134.0,0.0,16.84,0.09,10.8,not measured in IFCT 2017
B005,"Cowpea, brown",Vigna catjang,Grain Legumes,6,320.3,9.42,20.36,1.15,54.62,11.54,5.9,81.73,3.41,213.0,372.0,1241.0,13.68,0.0,0.33,0.09,1.64,0.3,231.0,0.0,0.92,0.33,1.75,not measured in IFCT 2017
B006,"Cowpea, white",Vigna catjang,Grain Legumes,1,320.3,9.32,21.25,1.14,53.77,11.7,5.04,84.1,3.57,213.0,378.0,1243.0,12.52,0.0,0.34,0.09,1.51,0.26,249.0,0.0,0.93,0.32,1.7,not measured in IFCT 2017
B007,"Field bean, black",Phaseolus vulgaris,Grain Legumes,1,276.1,9.57,19.93,0.92,43.46,23.4,4.5,78.16,2.42,197.0,457.0,1272.0,1.35,0.0,0.35,0.07,1.88,0.35,291.0,0.0,4.35,0.24,21.5,not measured in IFCT 2017
B008,"Field bean, brown",Phaseolus vulgaris,Grain Legumes,1,283.0,8.74,19.9,0.98,45.24,22.4,4.99,75.2,2.44,173.0,429.0,1245.0,1.41,0.0,0.32,0.07,2.04,0.37,292.0,0.0,4.24,0.25,20.7,not measured in IFCT 2017
B009,"Field bean, white",Phaseolus vulgaris,Grain Legumes,5,280.4,8.61,19.84,0.94,44.53,22.99,5.5,77.24,2.8,190.0,448.0,1360.0,1.7,0.0,0.37,0.07,1.96,0.38,289.0,0.0,4.26,0.25,22.65,not measured in IFCT 2017
B010,"Green gram, dal",Vigna radiata,Grain Legumes,6,325.8,9.77,23.88,1.35,52.59,9.37,3.93,43.13,2.49,155.0,416.0,1268.0,10.14,0.0,0.35,0.12,1.84,0.19,92.11,0.0,2.05,0.06,8.3,not measured in IFCT 2017
B011,"Green gram, whole",Vigna radiata,Grain Legumes,6,293.7,9.95,22.53,1.14,46.13,17.04,4.89,92.43,2.67,198.0,353.0,1177.0,12.48,0.0,0.45,0.27,2.16,0.35,145.0,0.0,3.15,0.13,12.63,not measured in IFCT 2017
B012,"Horse gram, whole",Dolicus biflorus,Grain Legumes,6,329.6,9.28,21.73,0.62,57.24,7.88,8.76,269.0,2.71,152.0,298.0,1065.0,12.14,0.0,0.32,0.24,1.82,0.21,163.0,0.0,1.8,0.06,10.24,not measured in IFCT 2017
B013,"Lentil, dal",Lens culinaris,Grain Legumes,6,322.4,9.71,24.35,0.75,52.53,10.43,7.06,44.32,3.61,74.69,310.0,786.0,10.27,0.0,0.34,0.16,1.81,0.18,49.99,0.0,1.31,0.02,3.75,not measured in IFCT 2017
B014,"Lentil, whole, brown",Lens culinaris,Grain Legumes,6,299.0,9.2,22.49,0.64,48.47,16.82,7.57,76.13,3.6,101.0,274.0,756.0,11.2,0.0,0.4,0.22,2.54,0.46,132.0,0.0,14.52,0.03,7.27,not measured in IFCT 2017
B015,"Lentil, whole, yellowish",Lens culinaris,Grain Legumes,2,297.8,9.75,22.87,0.61,47.91,16.66,7.91,76.66,3.31,86.38,261.0,764.0,10.87,0.0,0.42,0.22,2.56,0.47,121.0,0.0,17.68,0.03,5.25,not measured in IFCT 2017
B016,Moth bean,Vigna aconitifolia,Grain Legumes,6,308.6,8.14,19.75,1.76,52.09,15.12,7.9,154.0,1.92,205.0,362.0,1356.0,26.34,0.0,0.45,0.09,1.87,0.16,349.0,0.0,9.77,0.29,22.75,not measured in IFCT 2017
B017,"Peas, dry",Pisum sativum,Grain Legumes,6,303.3,9.33,20.43,1.89,48.93,17.01,5.09,75.11,3.1,123.0,334.0,922.0,23.4,0.0,0.56,0.16,2.69,0.26,110.0,0.0,15.21,0.07,11.45,not measured in IFCT 2017
B018,"Rajmah, black",Phaseolus vulgaris,Grain Legumes,2,298.0,8.69,19.01,1.62,49.59,17.74,6.17,134.0,3.08,160.0,386.0,1362.0,9.4,0.0,0.21,0.19,2.61,0.23,332.0,0.0,27.98,0.05,5.05,not measured in IFCT 2017
B019,"Rajmah, brown",Phaseolus vulgaris,Grain Legumes,6,297.6,9.68,19.5,1.68,48.83,16.95,6.3,134.0,2.6,164.0,396.0,1366.0,10.47,0.0,0.26,0.21,2.37,0.21,330.0,0.0,25.82,0.08,5.5,not measured in IFCT 2017
B020,"Rajmah, red",Phaseolus vulgaris,Grain Legumes,3,299.2,9.87,19.91,1.77,48.61,16.57,6.13,126.0,2.69,173.0,409.0,1324.0,10.45,0.0,0.3,0.19,2.42,0.21,316.0,0.0,26.73,0.07,4.9,not measured in IFCT 2017
B021,"Red gram, dal",Cajanus cajan,Grain Legumes,6,330.8,9.2,21.7,1.56,55.23,9.06,3.9,71.73,2.63,119.0,328.0,1395.0,18.01,0.0,0.45,0.11,2.09,0.24,108.0,0.0,2.12,0.13,42.25,not measured in IFCT 2017
B022,"Red gram, whole",Cajanus cajan,Grain Legumes,6,273.9,9.3,20.47,1.38,42.48,22.84,5.37,139.0,2.99,155.0,312.0,1303.0,19.03,0.0,0.74,0.15,2.42,0.42,229.0,0.0,2.78,0.65,91.83,not measured in IFCT 2017
B023,Ricebean,Vigna umbellata,Grain Legumes,1,302.3,11.12,19.97,0.74,51.26,13.37,4.76,200.0,2.29,201.0,270.0,1196.0,10.62,1.11,0.46,0.14,2.32,0.13,122.0,0.0,8.26,0.9,21.85,not measured in IFCT 2017
B024,"Soya bean, brown",Glycine max,Grain Legumes,6,381.5,5.51,35.58,19.82,12.79,21.55,8.29,239.0,4.01,259.0,483.0,1613.0,2.07,0.0,0.59,0.24,2.12,0.43,297.0,0.0,66.22,1.04,45.8,not measured in IFCT 2017
B025,"Soya bean, white",Glycine max Merr,Grain Legumes,1,377.4,5.47,37.8,19.42,10.16,22.63,8.22,195.0,3.47,189.0,494.0,1634.0,2.83,0.0,0.61,0.23,2.28,0.45,288.0,0.0,69.81,1.06,46.2,not measured in IFCT 2017
C001,Agathi leaves,Sesbania grandiflora,Green Leafy Vegetables,1,70.5,74.43,8.01,1.35,5.21,8.6,4.36,901.0,0.53,96.64,52.52,674.0,18.12,121.0,0.26,0.33,1.18,0.22,120.0,0.0,4.02,1.48,269.0,not measured in IFCT 2017
C002,"Amaranth leaves, green",Amaranthus gangeticus,Green Leafy Vegetables,6,30.6,86.85,3.29,0.65,2.28,4.41,4.64,330.0,0.86,194.0,73.22,572.0,16.08,83.54,0.01,0.19,0.71,0.21,70.33,0.0,16.01,0.41,280.0,not measured in IFCT 2017
C003,"Amaranth leaves, red",Amaranthus gangeticus,Green Leafy Vegetables,1,33.5,85.56,3.93,0.63,2.37,4.91,7.25,245.0,1.37,177.0,75.98,564.0,14.58,86.2,0.01,0.269,0.62,0.22,81.95,0.0,15.1,0.44,312.0,not measured in IFCT 2017
C004,"Amaranth leaves, red and green",Amaranthus gangeticus,Green Leafy Vegetables,4,31.5,86.37,3.09,0.53,2.87,4.6,5.28,269.0,1.03,146.0,68.23,597.0,17.55,77.24,0.01,0.22,0.69,0.19,69.08,0.0,15.25,0.42,284.0,not measured in IFCT 2017
C005,"Amaranth, spinous, leaves, green",Amaranth spinosus,Green Leafy Vegetables,4,26.3,86.46,3.54,0.36,1.61,5.1,6.37,359.0,1.57,202.0,72.46,569.0,15.66,82.56,0.01,0.13,0.63,0.22,41.44,0.0,15.23,0.28,443.0,not measured in IFCT 2017
C006,"Amaranth, spinous, leaves, red and green",Amaranth spinosus,Green Leafy Vegetables,2,23.7,86.64,2.8,0.34,1.45,5.57,4.58,372.0,1.11,187.0,85.02,588.0,16.27,77.3,0.01,0.15,0.72,0.2,44.23,0.0,15.04,0.28,448.0,not measured in IFCT 2017
C007,Basella leaves,Basella alba,Green Leafy Vegetables,2,19.6,92.68,1.57,0.45,2.01,2.21,4.2,93.89,0.39,153.0,37.26,337.0,18.74,63.35,0.06,0.15,0.46,0.18,90.31,0.0,9.18,0.15,236.0,not measured in IFCT 2017
C008,Bathua leaves,Chenopodium album.,Green Leafy Vegetables,2,27.7,88.77,2.5,0.44,2.56,4.01,2.66,211.0,0.98,48.41,37.55,438.0,10.75,41.03,0.06,0.51,0.54,0.17,42.55,0.0,1.01,0.25,224.0,not measured in IFCT 2017
C009,Beetroot leaves,Beta vulgaris,Green Leafy Vegetables,6,34.7,86.68,2.38,0.75,3.86,3.64,5.8,151.0,0.16,120.0,36.02,530.0,111.0,35.83,0.02,0.17,0.43,0.13,11.52,0.0,1.65,0.15,69.45,not measured in IFCT 2017
C010,"Betel leaves, big (kolkata)",Piper betle,Green Leafy Vegetables,6,48.3,84.93,2.51,0.75,7.37,2.12,3.0,207.0,0.47,107.0,51.73,649.0,16.8,18.4,0.03,0.08,0.45,0.04,15.96,0.0,3.78,0.04,207.0,not measured in IFCT 2017
C011,"Betel leaves, small",Piper betle,Green Leafy Vegetables,4,43.7,85.92,2.62,0.75,6.16,1.97,2.87,196.0,0.39,89.94,55.72,678.0,14.04,24.51,0.02,0.07,0.47,0.04,16.56,0.0,2.27,0.02,204.0,not measured in IFCT 2017
C012,Brussels sprouts,Brassica oleracea var. gemmifera,Green Leafy Vegetables,1,44.2,84.39,4.26,0.5,5.09,4.29,1.54,53.99,0.57,32.99,98.56,639.0,18.51,89.45,0.06,0.16,0.5,0.19,85.01,0.0,0.26,0.21,23.6,not measured in IFCT 2017
C013,"Cabbage, Chinese",Brassica rupa,Green Leafy Vegetables,1,17.9,93.19,1.58,0.13,2.36,2.01,0.39,58.46,0.19,11.51,33.05,258.0,20.28,19.32,0.01,0.05,0.38,0.19,54.51,0.0,0.39,0.25,111.0,not measured in IFCT 2017
C014,"Cabbage, collard greens",Brassica oleracea var. Viridis,Green Leafy Vegetables,1,30.1,89.53,3.63,0.27,2.79,2.98,2.67,170.0,0.35,45.9,54.67,292.0,22.98,40.76,0.03,0.05,0.26,0.24,63.46,0.0,0.18,0.2,125.0,not measured in IFCT 2017
C015,"Cabbage, green",Brassica oleracea var. capitata f. alba,Green Leafy Vegetables,6,21.5,91.85,1.36,0.12,3.25,2.76,0.35,51.76,0.16,17.99,30.15,233.0,14.98,33.25,0.03,0.05,0.24,0.13,46.36,0.0,0.21,0.05,113.0,not measured in IFCT 2017
C016,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,Green Leafy Vegetables,2,23.2,91.94,1.39,0.21,3.54,2.21,0.24,48.0,0.13,26.87,22.14,201.0,24.0,43.49,0.04,0.05,0.27,0.17,34.81,0.0,0.19,0.03,117.0,not measured in IFCT 2017
C017,Cauliflower leaves,Brassica oleracea var. botrytis,Green Leafy Vegetables,6,35.4,87.64,3.9,0.42,3.39,3.43,2.42,96.7,0.31,41.5,62.82,374.0,24.31,52.84,0.05,0.05,0.21,0.23,42.99,0.0,4.15,0.08,144.0,not measured in IFCT 2017
C018,"Colocasia leaves, green",Colocasia antiquorum,Green Leafy Vegetables,6,43.5,83.61,3.42,1.38,3.69,5.6,3.41,216.0,0.82,59.44,57.88,404.0,12.08,40.71,0.08,0.07,0.8,0.29,159.0,0.0,1.7,0.07,318.0,not measured in IFCT 2017
C019,Drumstick leaves,Moringa oleifera,Green Leafy Vegetables,3,67.4,75.65,6.41,1.64,5.62,8.21,4.56,314.0,0.72,97.09,109.0,397.0,9.34,108.0,0.06,0.45,0.82,0.87,42.89,0.0,14.33,0.3,479.0,not measured in IFCT 2017
C020,Fenugreek leaves,Trigonella foenum-graecum,Green Leafy Vegetables,5,34.4,86.73,3.68,0.83,2.17,4.9,5.69,274.0,0.54,63.67,53.05,226.0,47.01,58.25,0.11,0.22,0.7,0.38,75.26,0.0,2.36,0.36,428.0,not measured in IFCT 2017
C021,Garden cress,Lepidium sativum,Green Leafy Vegetables,2,49.7,84.02,5.62,0.8,4.48,2.6,6.19,217.0,1.52,79.24,45.55,379.0,25.35,42.75,0.03,0.06,1.2,0.2,58.1,0.0,0.55,0.74,458.0,not measured in IFCT 2017
C022,"Gogu leaves, green stem",Hibiscus cannabinus,Green Leafy Vegetables,4,36.3,87.42,1.86,1.09,4.06,4.59,7.65,145.0,0.65,83.09,41.99,260.0,12.34,29.65,0.13,0.06,0.58,0.33,74.94,0.0,4.28,0.46,433.0,not measured in IFCT 2017
C023,"Gogu leaves, red stem",Hibiscus cannabinus,Green Leafy Vegetables,1,36.6,87.98,1.85,1.07,4.24,3.89,9.56,129.0,0.63,75.75,36.38,161.0,14.08,35.43,0.12,0.05,0.56,0.31,88.63,0.0,4.27,0.47,438.0,not measured in IFCT 2017
C024,"Knol-Khol, leaves",Brassica oleracea,Green Leafy Vegetables,2,42.5,86.2,3.12,0.35,6.16,2.76,2.51,368.0,0.42,66.0,55.02,309.0,26.8,71.11,0.06,0.15,0.86,0.28,41.55,0.0,0.59,0.53,295.0,not measured in IFCT 2017
C025,Lettuce,Lactuca sativa,Green Leafy Vegetables,3,21.7,92.27,1.54,0.27,3.01,1.79,2.73,56.71,0.51,43.22,44.1,279.0,17.53,11.91,0.05,0.09,0.17,0.08,30.69,0.0,0.1,0.01,91.08,not measured in IFCT 2017
C026,Mustard leaves,Brassica juncea,Green Leafy Vegetables,3,30.4,88.17,3.52,0.51,2.41,3.92,2.84,191.0,0.68,51.63,71.62,403.0,19.14,60.32,0.08,0.18,0.58,0.16,110.0,0.0,5.4,0.56,192.0,not measured in IFCT 2017
C027,Pak Choi leaves,Brassica rapa var. chinensis,Green Leafy Vegetables,1,16.0,93.56,1.41,0.25,1.78,1.91,3.78,150.0,0.16,45.28,25.95,250.0,33.73,55.6,0.02,0.22,0.66,0.96,98.5,0.0,0.1,0.03,39.85,not measured in IFCT 2017
C028,Parsley,Petroselinum crispum,Green Leafy Vegetables,3,72.9,77.76,5.55,1.14,9.43,3.87,5.51,288.0,1.29,49.18,78.56,466.0,53.08,133.0,0.19,0.1,0.36,0.19,197.0,0.0,5.55,0.35,322.0,not measured in IFCT 2017
